run_id,seed,algorithm,fitness,base_objective,penalty,search_fitness,energy,delay,aoi,qoe,fairness,csr,runtime,nfe,pre_refinement_fitness,local_refinement_gain,experiment,setting,description,weights,w_energy,w_delay,w_aoi,w_qoe,w_fairness
16,20260716,RDHO,0.9767903770806315,0.7017903770806315,0.275,3.1767903770806316,95.45949440065888,1.5316533277257856,1.8518600611969531,0.31765191388774633,0.9559215569600774,0.725,4.304633146000015,9112,0.9917840169281554,0.014993639847523887,objective_weight,S2,Equal weighting,"(0.200, 0.200, 0.200, 0.200, 0.200)",0.2,0.2,0.2,0.2,0.2
17,20260717,RDHO,1.011940250694788,0.7202735840281214,0.29166666666666663,3.3452735840281207,64.2470684207237,1.8096230741593327,2.133210362714123,0.3224793533952094,0.9442194077693589,0.7083333333333334,4.2522189210001216,9112,1.0157653007209695,0.003825050026181387,objective_weight,S2,Equal weighting,"(0.200, 0.200, 0.200, 0.200, 0.200)",0.2,0.2,0.2,0.2,0.2
18,20260718,RDHO,0.9382237255256751,0.6632237255256751,0.275,3.138223725525675,79.36533698239762,1.6431718118959182,1.9709726531744032,0.3299298591675137,0.957716167903545,0.725,4.443576588000042,9112,0.9427803095939967,0.004556584068321601,objective_weight,S2,Equal weighting,"(0.200, 0.200, 0.200, 0.200, 0.200)",0.2,0.2,0.2,0.2,0.2
19,20260719,RDHO,0.9621226657958434,0.67878933246251,0.2833333333333333,3.22878933246251,67.69023151224795,1.6437963070582822,1.967176773578658,0.33872119110795307,0.9086502631652746,0.7166666666666667,4.270190563999904,9112,0.9734102147898269,0.011287548993983543,objective_weight,S2,Equal weighting,"(0.200, 0.200, 0.200, 0.200, 0.200)",0.2,0.2,0.2,0.2,0.2
20,20260720,RDHO,0.8994868404633231,0.6744868404633231,0.22499999999999998,2.699486840463323,99.03514301879694,1.5166866413061808,1.8511096375756466,0.33797271414690144,0.9035336228916847,0.775,4.231052824000017,9112,0.9123817505400124,0.012894910076689303,objective_weight,S2,Equal weighting,"(0.200, 0.200, 0.200, 0.200, 0.200)",0.2,0.2,0.2,0.2,0.2
21,20260721,RDHO,0.9923478484982637,0.7090145151649304,0.2833333333333333,3.2590145151649303,81.48552145758937,1.4585410616543637,1.7922263434422774,0.33633882690107403,0.9608643853487425,0.7166666666666667,4.158912587000032,9112,1.0139200036242935,0.021572155126029724,objective_weight,S2,Equal weighting,"(0.200, 0.200, 0.200, 0.200, 0.200)",0.2,0.2,0.2,0.2,0.2
22,20260722,RDHO,1.0651166276276152,0.7484499609609485,0.31666666666666665,3.598449960960948,85.38077288948372,1.737309733947162,2.0605704973667356,0.2966015546141086,0.9360136103118583,0.6833333333333333,4.220503433999966,9112,1.0812909534355606,0.016174325807945422,objective_weight,S2,Equal weighting,"(0.200, 0.200, 0.200, 0.200, 0.200)",0.2,0.2,0.2,0.2,0.2
23,20260723,RDHO,1.1934721139899813,0.7934721139899814,0.4,4.393472113989981,85.56430298603973,1.7697809424257145,2.0470883243539375,0.29637647369601827,0.9482785059731119,0.6,4.178229395000017,9112,1.2078526334516761,0.01438051946169483,objective_weight,S2,Equal weighting,"(0.200, 0.200, 0.200, 0.200, 0.200)",0.2,0.2,0.2,0.2,0.2
24,20260724,RDHO,0.923792916666265,0.673792916666265,0.25,2.923792916666265,84.56733824151834,1.5674439706948555,1.8842154236043076,0.3569732959010996,0.9189188739265195,0.75,4.226162127999942,9112,0.9341594617422516,0.010366545075986666,objective_weight,S2,Equal weighting,"(0.200, 0.200, 0.200, 0.200, 0.200)",0.2,0.2,0.2,0.2,0.2
25,20260725,RDHO,1.0038716420069762,0.7122049753403095,0.29166666666666663,3.337204975340309,117.79061175064146,1.5148757328885027,1.8231852054911635,0.33636491824095793,0.9482244467140258,0.7083333333333334,4.449879652999925,9112,1.0310339935704356,0.027162351563459364,objective_weight,S2,Equal weighting,"(0.200, 0.200, 0.200, 0.200, 0.200)",0.2,0.2,0.2,0.2,0.2
