run_id,seed,scenario_id,replicate_id,scenario_seed,algorithm_seed,algorithm,fitness,reported_fitness,base_fitness,search_fitness,penalty_scale,report_penalty_scale,search_penalty,report_penalty,energy_norm,delay_norm,aoi_norm,energy,delay,aoi,qoe,fairness,csr,nfe_used,max_evaluations,runtime,experiment,lambda0,alpha
13,3789020455,13,1,3789020455,2749148358,RDHO,1.0119354440039292,1.0119354440039292,0.7036021106705959,2.091102110670596,4.5,1.0,1.3875000000000002,0.3083333333333333,0.8517305243783202,1.0937548682899716,1.0651943499800445,99.5812748197136,1.7245340874061732,2.037149297592776,0.3127687420486964,0.8922695308539302,0.6916666666666667,15011,15050,9.537874999921767,dynamic_penalty,0.5,2.0
14,3791268546,14,1,3791268546,2751396449,RDHO,1.0229337038527109,1.0229337038527109,0.706267037186044,2.131267037186044,4.5,1.0,1.4249999999999998,0.3166666666666666,0.6135537734607406,1.1826739671779585,1.190212471285656,75.3131920144379,1.8398326730828105,2.148710899687678,0.314335263215271,0.8905032094522972,0.6833333333333333,15011,15050,9.325854399707168,dynamic_penalty,0.5,2.0
15,3793516637,15,1,3793516637,2753644540,RDHO,0.9483343589123722,0.9483343589123722,0.6650010255790388,1.9400010255790388,4.5,1.0,1.275,0.2833333333333333,0.6687914101428214,1.0602574990040246,1.0758736188220592,76.70093020518851,1.5711722644524104,1.8817141234198584,0.3277571794025504,0.9103669588270494,0.7166666666666667,15011,15050,9.284382699988782,dynamic_penalty,0.5,2.0
16,3795764728,16,1,3795764728,2755892631,RDHO,1.0472108906475046,1.0472108906475046,0.730544223980838,2.155544223980838,4.5,1.0,1.4249999999999998,0.3166666666666666,0.8504396965799514,1.1164335165979176,1.150988604567215,108.50849481486078,2.163622116535349,2.5096975430442336,0.3113768457533974,0.8673610698837437,0.6833333333333333,15011,15050,9.732436399906874,dynamic_penalty,0.5,2.0
17,3798012819,17,1,3798012819,2758140722,RDHO,0.8417999475973028,0.8417999475973028,0.6167999475973028,1.629299947597303,4.5,1.0,1.0125,0.2249999999999999,0.716396000641307,0.9167363071912916,0.947176994588854,80.5857344833125,1.5318486445652035,1.8765082273645963,0.3386241550545216,0.9317970349269092,0.775,15011,15050,10.167924999725074,dynamic_penalty,0.5,2.0
18,3800260910,18,1,3800260910,2760388813,RDHO,1.0968801128264247,1.0968801128264247,0.7302134461597581,2.3802134461597584,4.5,1.0,1.65,0.3666666666666667,0.6078993252879256,1.236543550613351,1.2936260179809402,69.5869407913098,1.7711983701911005,2.060332970561062,0.313086018093236,0.9076267371932496,0.6333333333333333,15011,15050,10.348393199965358,dynamic_penalty,0.5,2.0
19,3802509001,19,1,3802509001,2762636904,RDHO,1.1684901673041022,1.1684901673041022,0.7851568339707689,2.5101568339707687,4.5,1.0,1.725,0.3833333333333333,0.6926547444181088,1.3820726038851874,1.3451120064853643,86.46242577017097,1.9817777570086192,2.297875499370053,0.2941254349703691,0.8861732433168248,0.6166666666666667,15011,15050,10.057270199991764,dynamic_penalty,0.5,2.0
20,4076776103,20,1,4076776103,3036904006,RDHO,0.9769685599041718,0.9769685599041718,0.6686352265708384,2.056135226570839,4.5,1.0,1.3875000000000002,0.3083333333333333,0.5984088042696418,1.0949252808551118,1.120600620702565,77.05888493159324,1.7343522350341618,2.02129401022298,0.3479789165677802,0.8899611247857703,0.6916666666666667,15011,15050,9.99897630000487,dynamic_penalty,0.5,2.0
21,4079024194,21,1,4079024194,3039152097,RDHO,0.9705559903724612,0.9705559903724612,0.6705559903724612,2.0205559903724613,4.5,1.0,1.35,0.3,0.7182346015382889,1.0156087501573814,1.0983073344154886,84.17040666861602,1.4834549317705872,1.794968872563885,0.3341203166726948,0.9026076003872532,0.7,15011,15050,10.072985600214452,dynamic_penalty,0.5,2.0
22,4081272285,22,1,4081272285,3041400188,RDHO,1.0594012534795918,1.0594012534795918,0.7094012534795919,2.284401253479592,4.5,1.0,1.575,0.35,0.5475260989901125,1.2363618886621848,1.2695422145715078,60.83847858799405,1.7792927225036097,2.0484661716454924,0.326233039924168,0.9221285104060488,0.65,15011,15050,9.90547369979322,dynamic_penalty,0.5,2.0
