run_id,seed,algorithm,fitness,energy,delay,aoi,qoe,fairness,csr,runtime
1,20260701,RDHO,1.0446757135753888,101.1670804504885,1.6390934442875782,1.947035040319814,0.3235339195513923,0.9150318894877915,0.6583333333333333,4.46556630032137
1,20260701,RIME,1.5476878455145326,131.66187663121266,3.794057908808091,4.101999504840327,0.2684403494355376,0.8324183824793756,0.55,3.898457800038159
1,20260701,DBO,1.0968368534683361,71.40583596663011,2.0822216032391685,2.390163199271405,0.3176189190588629,0.9190520225082821,0.65,3.685182999819517
1,20260701,TLBO-HHO,1.146903076223355,62.10766623345891,2.1365675505308213,2.444509146563057,0.3101710532437818,0.9183492983099701,0.625,3.746963399928063
1,20260701,CWTSSA,1.1192991204049565,85.26149219564343,1.8815922215703285,2.1895338176025643,0.3146024513218813,0.913232292296009,0.6333333333333333,3.78312460007146
1,20260701,Greedy-ED,1.1173758618027407,103.51207770309807,1.6513499532267193,1.959291549258955,0.3214724225316485,0.9161679356877472,0.6,0.17280759988352656
2,20260702,RDHO,1.1438881020789564,83.38901229376171,1.9845759320500662,2.3234574566015973,0.3066236809024806,0.8789248767305731,0.6416666666666667,4.445283399894834
2,20260702,RIME,1.5426835958543736,86.56384340022571,3.2397753710789745,3.5786568956305045,0.2758423868646426,0.8110604382345405,0.5166666666666667,3.674077100120485
2,20260702,DBO,1.1693901492150651,84.20998411274469,2.111474500247592,2.450356024799123,0.2988709542538282,0.8744427710935709,0.6333333333333333,3.680045099928975
2,20260702,TLBO-HHO,1.2274654705142296,58.90437266334979,2.3876206805860627,2.7265022051375936,0.297419927915269,0.8831849598524982,0.6083333333333333,3.7485693995840847
2,20260702,CWTSSA,1.2091437019751705,71.070121569844,2.141276551140239,2.4801580756917696,0.3038673010916134,0.8839265684761815,0.6083333333333333,3.7774299001321197
2,20260702,Greedy-ED,1.2288706632964685,78.93367516330507,2.05012923302012,2.3890107575716515,0.30436440384868313,0.8784042872457305,0.5666666666666667,0.17763729998841882
3,20260703,RDHO,0.8325582350792786,72.80048080635004,1.5297883060714752,1.8872562568272222,0.34956511082243,0.8986446972980536,0.7666666666666667,4.592319599818438
3,20260703,RIME,1.2439003946974596,82.66687614889811,3.018409312577213,3.37587726333296,0.29922264184107483,0.7981051786849956,0.625,3.674786299932748
