run_id,seed,algorithm,fitness,base_objective,penalty,search_fitness,energy,delay,aoi,qoe,fairness,csr,hard_feasible,capacity_utilisation_mean,capacity_utilisation_max,assignment_unique,runtime,nfe,pre_refinement_fitness,local_refinement_gain,experiment,setting,description,utility_weights,u_delay,u_energy,u_aoi
23,20260723,RDHO,0.7619846621626397,0.5703179954959731,0.1916666666666666,2.295317995495973,76.57131708651687,1.9943670989885256,2.3798695111269352,0.494499918095325,0.9534155450735508,0.8083333333333333,1,0.7663347557166371,1.0000000000000002,1,6.629823082999991,10232,0.8977681595035939,0.1357834973409541,utility_weight,U1,Canonical task-utility coefficients,"(0.450, 0.300, 0.250)",0.45,0.3,0.25
24,20260724,RDHO,0.954010287549048,0.6706769542157146,0.2833333333333333,3.2206769542157145,56.80390159386371,1.806620477863508,2.086476348573824,0.4527645619628552,0.9114708941459152,0.7166666666666667,1,0.7635685924182168,1.0,1,6.6601049159999945,10232,1.029700728203245,0.0756904406541973,utility_weight,U1,Canonical task-utility coefficients,"(0.450, 0.300, 0.250)",0.45,0.3,0.25
25,20260725,RDHO,0.8831599788529992,0.6164933121863325,0.2666666666666667,3.016493312186333,69.77350317022176,2.137200323774766,2.5186887356024124,0.4612785356952739,0.936393581104898,0.7333333333333333,1,0.8213295557474631,1.0,1,6.538404041999996,10232,0.9749007456140424,0.0917407667610431,utility_weight,U1,Canonical task-utility coefficients,"(0.450, 0.300, 0.250)",0.45,0.3,0.25
26,20260726,RDHO,1.0291269854807543,0.712460318814088,0.3166666666666666,3.562460318814088,106.49129755372547,1.9988471590645105,2.338048378016654,0.4405147189981867,0.900647195989114,0.6833333333333333,1,0.7507502983084943,1.0000000000000002,1,6.689983333000015,10232,1.054698810953648,0.0255718254728933,utility_weight,U1,Canonical task-utility coefficients,"(0.450, 0.300, 0.250)",0.45,0.3,0.25
27,20260727,RDHO,0.8329626031917915,0.5996292698584582,0.2333333333333332,2.699629269858458,128.4179536425301,1.8476170299401615,2.215340641444795,0.4602948756405285,0.948643251583556,0.7666666666666667,1,0.7825166607155911,1.0,1,6.641132624999983,10232,0.8421509419468391,0.0091883387550476,utility_weight,U1,Canonical task-utility coefficients,"(0.450, 0.300, 0.250)",0.45,0.3,0.25
28,20260728,RDHO,0.9010872696235122,0.6427539362901789,0.2583333333333333,2.967753936290179,64.08356682641654,1.6036561843353605,1.9211846564096595,0.4583267126092779,0.9248434650259856,0.7416666666666667,1,0.8550099894066665,1.0000000000000002,1,6.553382792000008,10232,0.9718624555932076,0.0707751859696953,utility_weight,U1,Canonical task-utility coefficients,"(0.450, 0.300, 0.250)",0.45,0.3,0.25
29,20260729,RDHO,1.0372480902091166,0.7122480902091166,0.3249999999999999,3.637248090209116,128.10604458603353,1.885627038931819,2.1958522406540353,0.4111484363983468,0.8832921829706172,0.675,1,0.8976562707670034,1.0000000000000002,1,6.701429040999983,10232,1.0690991667663212,0.0318510765572046,utility_weight,U1,Canonical task-utility coefficients,"(0.450, 0.300, 0.250)",0.45,0.3,0.25
30,20260730,RDHO,1.0265251430305788,0.7348584763639123,0.2916666666666666,3.359858476363912,145.02176009507122,1.9497676361928344,2.272920663487537,0.4311241853461879,0.9573707105736452,0.7083333333333334,1,0.8185513792512681,1.0000000000000002,1,6.73247087499999,10232,1.052615391459991,0.0260902484294121,utility_weight,U1,Canonical task-utility coefficients,"(0.450, 0.300, 0.250)",0.45,0.3,0.25
1,20260701,RDHO,1.096747606189893,0.7550809395232263,0.3416666666666667,3.8300809395232265,79.12741863109274,2.0514487578558116,2.344425517248971,0.414988957689728,0.9122361758314638,0.6583333333333333,1,0.818722881725407,1.0000000000000002,1,6.676052249999998,10232,1.1888767925898098,0.0921291863999167,utility_weight,U2,Equal task-utility coefficients,"(0.333, 0.333, 0.333)",0.3333333333333333,0.3333333333333333,0.3333333333333333
2,20260702,RDHO,1.0418645313310133,0.70853119799768,0.3333333333333333,3.70853119799768,94.22425238716583,1.9423539812552064,2.2541522322562164,0.42660561493877,0.9484704412207724,0.6666666666666666,1,0.8692646580850564,1.0000000000000002,1,6.5899396249999995,10232,1.0624947687968764,0.0206302374658631,utility_weight,U2,Equal task-utility coefficients,"(0.333, 0.333, 0.333)",0.3333333333333333,0.3333333333333333,0.3333333333333333
3,20260703,RDHO,0.836259222995573,0.6029258896622397,0.2333333333333332,2.7029258896622395,59.65233418176776,1.59728394413367,1.9258056098154603,0.4792705472644022,0.934430168653818,0.7666666666666667,1,0.8278421383799138,1.0000000000000002,1,6.6200048750000065,10232,0.9521343337079812,0.1158751107124083,utility_weight,U2,Equal task-utility coefficients,"(0.333, 0.333, 0.333)",0.3333333333333333,0.3333333333333333,0.3333333333333333
4,20260704,RDHO,0.7847868351636014,0.576453501830268,0.2083333333333333,2.4514535018302683,84.80625516949401,1.870985484227014,2.205704710270361,0.4853486534670319,0.9333213506962889,0.7916666666666666,1,0.8480196571607252,1.0,1,6.424772208000007,10232,0.8024754441190034,0.017688608955402,utility_weight,U2,Equal task-utility coefficients,"(0.333, 0.333, 0.333)",0.3333333333333333,0.3333333333333333,0.3333333333333333
5,20260705,RDHO,0.9526152302586992,0.6692818969253659,0.2833333333333333,3.2192818969253656,95.66196223887904,2.0511631731049897,2.390213863607029,0.4392308038883239,0.9324307555561302,0.7166666666666667,1,0.821590058246569,1.0000000000000002,1,6.834954500000009,10232,1.0183296586355706,0.0657144283768713,utility_weight,U2,Equal task-utility coefficients,"(0.333, 0.333, 0.333)",0.3333333333333333,0.3333333333333333,0.3333333333333333
6,20260706,RDHO,0.9841938286214172,0.6925271619547505,0.2916666666666666,3.31752716195475,94.86539146887242,1.7829779647564148,2.1012548394751356,0.4243570845916865,0.9278162710913894,0.7083333333333334,1,0.8324656764176481,1.0000000000000002,1,6.602940208000007,10232,1.0143625312754767,0.0301687026540595,utility_weight,U2,Equal task-utility coefficients,"(0.333, 0.333, 0.333)",0.3333333333333333,0.3333333333333333,0.3333333333333333
7,20260707,RDHO,1.1564352156643667,0.7897685489977,0.3666666666666667,4.0897685489977,75.11223047360083,2.5314412919131564,2.865475231503088,0.4176487511489484,0.9185260893201797,0.6333333333333333,1,0.8137888603071033,1.0000000000000002,1,6.480381874999978,10232,1.2161460139051283,0.0597107982407616,utility_weight,U2,Equal task-utility coefficients,"(0.333, 0.333, 0.333)",0.3333333333333333,0.3333333333333333,0.3333333333333333
8,20260708,RDHO,1.0166741704697393,0.6916741704697392,0.3249999999999999,3.616674170469739,85.70229212862705,2.059761683439501,2.3798671835206235,0.4311676960893076,0.9400757420190556,0.675,1,0.8394410368540525,1.0000000000000002,1,6.638902625000014,10232,1.0560433933564304,0.039369222886691,utility_weight,U2,Equal task-utility coefficients,"(0.333, 0.333, 0.333)",0.3333333333333333,0.3333333333333333,0.3333333333333333
9,20260709,RDHO,0.9001496894143002,0.6501496894143002,0.25,2.9001496894143,107.75053861002712,1.824192924417678,2.1687091676606753,0.4566104104067931,0.9482547452497868,0.75,1,0.814529944468981,1.0000000000000002,1,6.596440584000021,10232,0.9111283319031034,0.0109786424888032,utility_weight,U2,Equal task-utility coefficients,"(0.333, 0.333, 0.333)",0.3333333333333333,0.3333333333333333,0.3333333333333333
10,20260710,RDHO,0.996825596188923,0.6884922628555896,0.3083333333333333,3.46349226285559,143.0614146054888,1.5601059932372234,1.842042653123643,0.4347724796935475,0.9110490248490828,0.6916666666666667,1,0.8990646448778502,1.0,1,6.675564624999993,10232,1.0336055262951818,0.0367799301062587,utility_weight,U2,Equal task-utility coefficients,"(0.333, 0.333, 0.333)",0.3333333333333333,0.3333333333333333,0.3333333333333333
11,20260711,RDHO,0.6985890277568357,0.5319223610901691,0.1666666666666666,2.0319223610901687,65.41310822275237,1.5932237228001056,1.930634642422372,0.5234204977351722,0.92670467618163,0.8333333333333334,1,0.8397332603277695,1.0,1,6.45423041600003,10232,0.7245850056367749,0.0259959778799391,utility_weight,U2,Equal task-utility coefficients,"(0.333, 0.333, 0.333)",0.3333333333333333,0.3333333333333333,0.3333333333333333
12,20260712,RDHO,1.2233092837183053,0.8066426170516385,0.4166666666666666,4.556642617051638,117.43950218077477,1.959175861230173,2.2328115772207693,0.3766443829104024,0.925834594426158,0.5833333333333334,1,0.8942076143327524,1.0000000000000002,1,6.549817207999979,10232,1.255383450414005,0.0320741666956996,utility_weight,U2,Equal task-utility coefficients,"(0.333, 0.333, 0.333)",0.3333333333333333,0.3333333333333333,0.3333333333333333
13,20260713,RDHO,0.9070157759780332,0.6403491093113666,0.2666666666666667,3.040349109311367,64.56526350731552,1.6237464850809131,1.9378016466418777,0.4667284179046068,0.9181067328501662,0.7333333333333333,1,0.7516087706473559,1.0000000000000002,1,6.7841910409999855,10232,0.9879588207886326,0.0809430448105993,utility_weight,U2,Equal task-utility coefficients,"(0.333, 0.333, 0.333)",0.3333333333333333,0.3333333333333333,0.3333333333333333
14,20260714,RDHO,0.9428896492443852,0.6595563159110519,0.2833333333333333,3.2095563159110516,129.9929044705566,1.592144905515037,1.930575393147851,0.4464405956757462,0.9250850509843336,0.7166666666666667,1,0.8878636039157521,1.0,1,6.664320040999996,10232,0.9843031189168968,0.0414134696725116,utility_weight,U2,Equal task-utility coefficients,"(0.333, 0.333, 0.333)",0.3333333333333333,0.3333333333333333,0.3333333333333333
15,20260715,RDHO,0.9995043322944156,0.7161709989610822,0.2833333333333333,3.266170998961082,94.55849441182528,1.6727858079774756,1.9378834241803429,0.4243372371070231,0.9389714339151216,0.7166666666666667,1,0.7755431661623367,1.0000000000000002,1,6.798390374999997,10232,1.061503601067323,0.0619992687729076,utility_weight,U2,Equal task-utility coefficients,"(0.333, 0.333, 0.333)",0.3333333333333333,0.3333333333333333,0.3333333333333333
16,20260716,RDHO,0.9629896531101484,0.6629896531101483,0.3,3.3629896531101484,74.93706259854844,1.727077584624076,2.0062132322835646,0.44586937530467,0.944506095248376,0.7,1,0.7729836139128781,1.0000000000000002,1,6.6309111250000115,10232,0.988579485483826,0.0255898323736776,utility_weight,U2,Equal task-utility coefficients,"(0.333, 0.333, 0.333)",0.3333333333333333,0.3333333333333333,0.3333333333333333
17,20260717,RDHO,1.0756735608374774,0.7340068941708109,0.3416666666666667,3.8090068941708113,114.05510115869689,1.9371465000932269,2.251809193057709,0.4220196011106366,0.9027126552063114,0.6583333333333333,1,0.8763380051353021,1.0000000000000002,1,6.750502333999975,10232,1.0976843563221437,0.022010795484666,utility_weight,U2,Equal task-utility coefficients,"(0.333, 0.333, 0.333)",0.3333333333333333,0.3333333333333333,0.3333333333333333
18,20260718,RDHO,0.8548085238459048,0.6298085238459048,0.2249999999999999,2.6548085238459045,114.36124226853676,1.9335141440633157,2.285541355274358,0.4702523059585063,0.930635378916062,0.775,1,0.8085606852545305,1.0,1,6.700389375000043,10232,0.8730201444184503,0.0182116205725455,utility_weight,U2,Equal task-utility coefficients,"(0.333, 0.333, 0.333)",0.3333333333333333,0.3333333333333333,0.3333333333333333
19,20260719,RDHO,0.931299882359172,0.6729665490258386,0.2583333333333333,2.9979665490258385,101.1240928621256,1.63277440548685,1.9293408988965353,0.463597803550119,0.8885523621942474,0.7416666666666667,1,0.7959380745065053,1.0,1,6.815153500000008,10232,0.9687388321490475,0.0374389497898757,utility_weight,U2,Equal task-utility coefficients,"(0.333, 0.333, 0.333)",0.3333333333333333,0.3333333333333333,0.3333333333333333
20,20260720,RDHO,0.8396007822817448,0.6062674489484116,0.2333333333333332,2.7062674489484113,81.27090293127294,1.7124198406272746,2.0383567569068215,0.4859302732327322,0.9061858043102088,0.7666666666666667,1,0.8405896102285734,1.0000000000000002,1,6.639602249999996,10232,0.8687258091436315,0.0291250268618866,utility_weight,U2,Equal task-utility coefficients,"(0.333, 0.333, 0.333)",0.3333333333333333,0.3333333333333333,0.3333333333333333
21,20260721,RDHO,0.9809503411232536,0.6892836744565871,0.2916666666666666,3.3142836744565867,109.69862958945843,1.9272814534996692,2.2837918247583344,0.4286485518332124,0.9316190051781784,0.7083333333333334,1,0.8185043806702683,1.0000000000000002,1,6.750872167000011,10232,1.0151831554352937,0.0342328143120397,utility_weight,U2,Equal task-utility coefficients,"(0.333, 0.333, 0.333)",0.3333333333333333,0.3333333333333333,0.3333333333333333
22,20260722,RDHO,0.7697909881702197,0.5531243215035531,0.2166666666666666,2.5031243215035532,100.86428669033654,1.4572800738611575,1.7912376315118226,0.5034421947518155,0.9478616773383468,0.7833333333333333,1,0.8467935582912781,1.0000000000000002,1,6.678613499999983,10232,0.8016862839528544,0.0318952957826346,utility_weight,U2,Equal task-utility coefficients,"(0.333, 0.333, 0.333)",0.3333333333333333,0.3333333333333333,0.3333333333333333
23,20260723,RDHO,0.7608737922772307,0.5692071256105641,0.1916666666666666,2.294207125610564,76.96527705059563,2.003028308535205,2.3885307206736144,0.5003957059496897,0.9565162077376236,0.8083333333333333,1,0.7903515891672244,1.0000000000000002,1,6.6032244169999785,10232,0.9146930902884618,0.153819298011231,utility_weight,U2,Equal task-utility coefficients,"(0.333, 0.333, 0.333)",0.3333333333333333,0.3333333333333333,0.3333333333333333
24,20260724,RDHO,0.9498706310388274,0.6665372977054941,0.2833333333333333,3.216537297705494,51.260270601736366,1.812598159128524,2.09245402983884,0.4578728566861688,0.9193076323050928,0.7166666666666667,1,0.7739242913610834,1.0,1,6.6822930829999905,10232,1.0167965720123022,0.0669259409734748,utility_weight,U2,Equal task-utility coefficients,"(0.333, 0.333, 0.333)",0.3333333333333333,0.3333333333333333,0.3333333333333333
25,20260725,RDHO,0.8874106356046652,0.6207439689379984,0.2666666666666667,3.0207439689379987,70.33871822767642,2.1102441497127593,2.4917325615404056,0.4679331940398933,0.938983251178634,0.7333333333333333,1,0.8274063710759896,1.0,1,6.51311020899999,10232,0.9287545233555397,0.0413438877508743,utility_weight,U2,Equal task-utility coefficients,"(0.333, 0.333, 0.333)",0.3333333333333333,0.3333333333333333,0.3333333333333333
26,20260726,RDHO,1.04480211303157,0.7198021130315702,0.3249999999999999,3.64480211303157,92.92803749240264,2.1073441422331083,2.446545361185252,0.4355278897153243,0.9013723543806124,0.675,1,0.7643346719690517,1.0,1,6.558510082999987,10232,1.0567433024460762,0.011941189414506,utility_weight,U2,Equal task-utility coefficients,"(0.333, 0.333, 0.333)",0.3333333333333333,0.3333333333333333,0.3333333333333333
27,20260727,RDHO,0.8325768643657673,0.6159101976991006,0.2166666666666666,2.565910197699101,128.44266996434965,1.9637760863694615,2.331499697874095,0.4590559416634026,0.95093184944162,0.7833333333333333,1,0.7831305981929678,1.0000000000000002,1,6.670478374999959,10232,0.8461993353487336,0.0136224709829663,utility_weight,U2,Equal task-utility coefficients,"(0.333, 0.333, 0.333)",0.3333333333333333,0.3333333333333333,0.3333333333333333
28,20260728,RDHO,0.9073044316689216,0.640637765002255,0.2666666666666667,3.0406377650022556,71.01908497030874,1.5700897153636144,1.8876181874379143,0.4612195460813071,0.9303391251552416,0.7333333333333333,1,0.8351827018841936,1.0000000000000002,1,6.586487832999978,10232,0.9770171815695472,0.0697127499006253,utility_weight,U2,Equal task-utility coefficients,"(0.333, 0.333, 0.333)",0.3333333333333333,0.3333333333333333,0.3333333333333333
29,20260729,RDHO,1.0202161120177684,0.7035494453511019,0.3166666666666666,3.5535494453511016,121.62414962457916,1.8707037923430967,2.180928994065313,0.4154482130539406,0.8851577731554802,0.6833333333333333,1,0.8888385770070667,1.0,1,6.69909212500005,10232,1.0471135007784813,0.0268973887607129,utility_weight,U2,Equal task-utility coefficients,"(0.333, 0.333, 0.333)",0.3333333333333333,0.3333333333333333,0.3333333333333333
30,20260730,RDHO,1.0483955469203392,0.7317288802536726,0.3166666666666666,3.581728880253672,146.9452197811848,1.9145329909906923,2.237686018285394,0.4296968228395186,0.953497790423268,0.6833333333333333,1,0.826198695992277,1.0,1,6.739368999999954,10232,1.0674415697475554,0.0190460228272162,utility_weight,U2,Equal task-utility coefficients,"(0.333, 0.333, 0.333)",0.3333333333333333,0.3333333333333333,0.3333333333333333
1,20260701,RDHO,1.1143849196092002,0.7727182529425334,0.3416666666666667,3.8477182529425336,78.42008678136752,2.185126698306606,2.4781034576997656,0.3875143406372835,0.9013686548079948,0.6583333333333333,1,0.8139091452493761,1.0000000000000002,1,6.703849875000003,10232,1.1917956576928752,0.077410738083675,utility_weight,U3,Freshness-oriented task utility,"(0.300, 0.200, 0.500)",0.3,0.2,0.5
2,20260702,RDHO,1.046268350641808,0.7129350173084745,0.3333333333333333,3.712935017308475,92.40803310298382,1.936904046375993,2.2487022973770032,0.3972496475788962,0.9341917776436248,0.6666666666666666,1,0.8910326178628443,1.0,1,6.555271958999981,10232,1.0598705352882216,0.0136021846464136,utility_weight,U3,Freshness-oriented task utility,"(0.300, 0.200, 0.500)",0.3,0.2,0.5
3,20260703,RDHO,0.873964498954977,0.623964498954977,0.25,2.873964498954977,57.553995848707615,1.656256710345292,1.9847783760270823,0.4420677644403934,0.9264370334022068,0.75,1,0.8229300522232971,1.0000000000000002,1,6.56987379200001,10232,1.006468008033046,0.1325035090780691,utility_weight,U3,Freshness-oriented task utility,"(0.300, 0.200, 0.500)",0.3,0.2,0.5
4,20260704,RDHO,0.7608812489860931,0.5858812489860931,0.175,2.160881248986094,91.69683855906231,1.8135749242451955,2.1482941502885424,0.4619692469572379,0.9495804898425306,0.825,1,0.8518050547104279,1.0,1,6.447483917,10232,0.8189690618566138,0.0580878128705206,utility_weight,U3,Freshness-oriented task utility,"(0.300, 0.200, 0.500)",0.3,0.2,0.5
5,20260705,RDHO,0.9382591473229386,0.6715924806562719,0.2666666666666667,3.071592480656272,89.27663630012336,2.152921826538858,2.491972517040897,0.4166400772081168,0.9372006182017112,0.7333333333333333,1,0.7948469996258761,1.0000000000000002,1,6.727561792000017,10232,1.0360656702982456,0.097806522975307,utility_weight,U3,Freshness-oriented task utility,"(0.300, 0.200, 0.500)",0.3,0.2,0.5
6,20260706,RDHO,1.0052939860345569,0.7052939860345566,0.3,3.405293986034557,99.05296076241318,1.782772522874981,2.101049397593702,0.3965762574721147,0.9248783957961082,0.7,1,0.8244524524738295,1.0000000000000002,1,6.512457083000015,10232,1.0440164727638486,0.0387224867292919,utility_weight,U3,Freshness-oriented task utility,"(0.300, 0.200, 0.500)",0.3,0.2,0.5
7,20260707,RDHO,1.151936197790412,0.7936028644570786,0.3583333333333333,4.018602864457078,86.67995146653979,2.4647931488332313,2.798827088423163,0.3740497598629381,0.9047646974152976,0.6416666666666667,1,0.8250283436301272,1.0,1,6.506153167000036,10232,1.2430836968834642,0.0911474990930523,utility_weight,U3,Freshness-oriented task utility,"(0.300, 0.200, 0.500)",0.3,0.2,0.5
