comparison,reference_algorithm,comparison_algorithm,metric,paired_key,inference_tier,equal_budget,n_pairs,wins,ties,losses,zero_tolerance,statistic,raw_p_value,median_difference,mean_difference,mean_difference_ci_low,mean_difference_ci_high,rank_biserial,better_algorithm,adjusted_p_value,holm_family_size,significant
RDHO vs Greedy-ED,RDHO,Greedy-ED,fitness,scenario_id + replicate_id,supplementary_effectiveness_vs_cost,False,30,30,0,0,1e-12,0.0,1.862645149230957e-09,-0.08492511107148965,-0.09118181566538539,-0.10019700337473492,-0.08217687392656846,-1.0,RDHO,1.862645149230957e-09,1,True
