run_id,seed,algorithm,fitness,energy,delay,aoi,qoe,fairness,csr,runtime,experiment,setting,description,weights,w_energy,w_delay,w_aoi,w_qoe,w_fairness
7,20260707,RDHO,0.8362031983962862,76.5381131811604,1.33105543591464,1.6500386554445747,0.337882113138511,0.9209410077591124,0.725,4.782304000109434,objective_weight,S4,QoE-fairness priority,"(0.100, 0.100, 0.150, 0.325, 0.325)",0.1,0.1,0.15,0.325,0.325
8,20260708,RDHO,0.8880048176297998,67.02355789950161,1.723849443658736,2.0133575685290834,0.3296242411463008,0.9040195238704166,0.7,5.133653900120407,objective_weight,S4,QoE-fairness priority,"(0.100, 0.100, 0.150, 0.325, 0.325)",0.1,0.1,0.15,0.325,0.325
9,20260709,RDHO,1.0489644640048623,137.78310372103624,1.850481924579369,2.1596582476779616,0.2803115752046508,0.8835849908762885,0.6333333333333333,4.836016799788922,objective_weight,S4,QoE-fairness priority,"(0.100, 0.100, 0.150, 0.325, 0.325)",0.1,0.1,0.15,0.325,0.325
10,20260710,RDHO,0.8646544358121849,82.48300494774294,1.9174853145655533,2.290713948579677,0.334198550025227,0.914208829188513,0.725,4.937877199612558,objective_weight,S4,QoE-fairness priority,"(0.100, 0.100, 0.150, 0.325, 0.325)",0.1,0.1,0.15,0.325,0.325
11,20260711,RDHO,0.9931488607940768,103.3600577072986,1.7454951079952348,2.057406999312284,0.3134233849695807,0.908794281053001,0.625,5.176699400413781,objective_weight,S4,QoE-fairness priority,"(0.100, 0.100, 0.150, 0.325, 0.325)",0.1,0.1,0.15,0.325,0.325
12,20260712,RDHO,0.8376920316404919,82.21360163803543,1.7857521414113795,2.170064754017541,0.3438559405400611,0.908636315310484,0.7416666666666667,5.006728200241923,objective_weight,S4,QoE-fairness priority,"(0.100, 0.100, 0.150, 0.325, 0.325)",0.1,0.1,0.15,0.325,0.325
13,20260713,RDHO,0.8285524637037099,57.209606941275695,1.401655942983911,1.6764498981383205,0.3465620180926167,0.9163676426573758,0.7083333333333334,5.027096400037408,objective_weight,S4,QoE-fairness priority,"(0.100, 0.100, 0.150, 0.325, 0.325)",0.1,0.1,0.15,0.325,0.325
14,20260714,RDHO,0.8291642591025744,65.86892602257873,1.6526222270328206,1.9970605493964684,0.3592012416957779,0.9031173106896688,0.7166666666666667,4.698540699668229,objective_weight,S4,QoE-fairness priority,"(0.100, 0.100, 0.150, 0.325, 0.325)",0.1,0.1,0.15,0.325,0.325
15,20260715,RDHO,0.8203159028945622,88.97577530770113,1.63997900432179,1.9943315546207416,0.3366986852126209,0.9107278810615148,0.75,5.155146600212902,objective_weight,S4,QoE-fairness priority,"(0.100, 0.100, 0.150, 0.325, 0.325)",0.1,0.1,0.15,0.325,0.325
16,20260716,RDHO,0.8681969895348521,101.99320285558034,1.5039672326634703,1.824173966134638,0.3180877408169524,0.9081070644263958,0.7166666666666667,4.781528300140053,objective_weight,S4,QoE-fairness priority,"(0.100, 0.100, 0.150, 0.325, 0.325)",0.1,0.1,0.15,0.325,0.325
17,20260717,RDHO,0.900949644560265,66.39832659721137,1.8092855992601848,2.1328728878149747,0.323401745879291,0.90246458790445,0.7,4.959416800178587,objective_weight,S4,QoE-fairness priority,"(0.100, 0.100, 0.150, 0.325, 0.325)",0.1,0.1,0.15,0.325,0.325
18,20260718,RDHO,0.8382504590415184,93.6330101036119,1.558344908436996,1.886145749715481,0.3315332835427592,0.9038913264373012,0.725,4.797896600328386,objective_weight,S4,QoE-fairness priority,"(0.100, 0.100, 0.150, 0.325, 0.325)",0.1,0.1,0.15,0.325,0.325
19,20260719,RDHO,0.8557864900325395,72.9080670957139,1.6062080754803396,1.9295885420007155,0.3394477443904004,0.8873337993631414,0.7166666666666667,4.8828886998817325,objective_weight,S4,QoE-fairness priority,"(0.100, 0.100, 0.150, 0.325, 0.325)",0.1,0.1,0.15,0.325,0.325
20,20260720,RDHO,0.7851249834760701,107.51769450892075,1.466189977598236,1.800612973867702,0.3387823963943233,0.8953647306370335,0.775,4.699054799973965,objective_weight,S4,QoE-fairness priority,"(0.100, 0.100, 0.150, 0.325, 0.325)",0.1,0.1,0.15,0.325,0.325
21,20260721,RDHO,0.8671316457715391,84.20666393727359,1.4456947377003997,1.7793800194883134,0.3379994800346483,0.9025308345615066,0.7166666666666667,4.6510000000707805,objective_weight,S4,QoE-fairness priority,"(0.100, 0.100, 0.150, 0.325, 0.325)",0.1,0.1,0.15,0.325,0.325
22,20260722,RDHO,0.9372661346476532,87.76103766183843,1.7412469298040043,2.064507693223577,0.2969009884091096,0.9199896551805872,0.675,4.661474499851465,objective_weight,S4,QoE-fairness priority,"(0.100, 0.100, 0.150, 0.325, 0.325)",0.1,0.1,0.15,0.325,0.325
23,20260723,RDHO,1.0588622528363512,88.56704994046994,1.7621978104459033,2.039505192374126,0.2971565102655445,0.885736166088358,0.5916666666666667,4.549338600132614,objective_weight,S4,QoE-fairness priority,"(0.100, 0.100, 0.150, 0.325, 0.325)",0.1,0.1,0.15,0.325,0.325
24,20260724,RDHO,0.8154171333077173,90.04410703677088,1.510358913748074,1.8271303666575256,0.3576214671223136,0.883632958561039,0.7416666666666667,4.668052199762315,objective_weight,S4,QoE-fairness priority,"(0.100, 0.100, 0.150, 0.325, 0.325)",0.1,0.1,0.15,0.325,0.325
25,20260725,RDHO,0.8892006543583341,122.03625719524489,1.5690614281401287,1.877370900742789,0.3348509500989388,0.8917752062897385,0.7083333333333334,4.470564399845898,objective_weight,S4,QoE-fairness priority,"(0.100, 0.100, 0.150, 0.325, 0.325)",0.1,0.1,0.15,0.325,0.325
26,20260726,RDHO,0.900284879928457,93.52066257296444,1.40714159745898,1.675528496258652,0.3203376951316426,0.8960573547605427,0.7083333333333334,4.486600699834526,objective_weight,S4,QoE-fairness priority,"(0.100, 0.100, 0.150, 0.325, 0.325)",0.1,0.1,0.15,0.325,0.325
27,20260727,RDHO,0.9076907981737256,79.53861989489721,1.7600430074170332,2.113078890000375,0.3172692921590704,0.905176496213098,0.7083333333333334,4.881842100061476,objective_weight,S4,QoE-fairness priority,"(0.100, 0.100, 0.150, 0.325, 0.325)",0.1,0.1,0.15,0.325,0.325
28,20260728,RDHO,0.8611017859234363,88.20546687878343,1.6800927364176643,1.989137969455534,0.3229910997984525,0.8864658189336793,0.7416666666666667,4.494537699967623,objective_weight,S4,QoE-fairness priority,"(0.100, 0.100, 0.150, 0.325, 0.325)",0.1,0.1,0.15,0.325,0.325
29,20260729,RDHO,0.9959726714333011,78.75667266932237,1.410387719086648,1.6406618538629647,0.3133144531908379,0.8831198333758206,0.6416666666666667,4.821543000172824,objective_weight,S4,QoE-fairness priority,"(0.100, 0.100, 0.150, 0.325, 0.325)",0.1,0.1,0.15,0.325,0.325
30,20260730,RDHO,0.8053224768739724,79.5387138759178,1.5454123503322066,1.850147803664374,0.3450935811285204,0.9149344715369632,0.7416666666666667,4.977071599569172,objective_weight,S4,QoE-fairness priority,"(0.100, 0.100, 0.150, 0.325, 0.325)",0.1,0.1,0.15,0.325,0.325
1,20260701,RDHO,1.1267175005006322,117.31039263423892,1.563400812214923,1.871342408247159,0.3244576118409934,0.9171649663662907,0.65,4.936907099559903,objective_weight,S5,AoI-freshness priority,"(0.125, 0.125, 0.350, 0.200, 0.200)",0.125,0.125,0.35,0.2,0.2
2,20260702,RDHO,1.2496598736407931,91.05566175799606,1.929447445364006,2.268328969915537,0.3061625343580334,0.8782451700118663,0.6333333333333333,4.632069599814713,objective_weight,S5,AoI-freshness priority,"(0.125, 0.125, 0.350, 0.200, 0.200)",0.125,0.125,0.35,0.2,0.2
3,20260703,RDHO,0.887478186235011,86.56953440111556,1.4034932111662264,1.7609611619219734,0.3487612400761073,0.8991052848988704,0.7583333333333333,4.554516899865121,objective_weight,S5,AoI-freshness priority,"(0.125, 0.125, 0.350, 0.200, 0.200)",0.125,0.125,0.35,0.2,0.2
4,20260704,RDHO,1.0649469563804963,83.57404440138767,1.6303219570477512,1.9529266213594705,0.3426552855319346,0.8939636862865662,0.6833333333333333,4.47698780009523,objective_weight,S5,AoI-freshness priority,"(0.125, 0.125, 0.350, 0.200, 0.200)",0.125,0.125,0.35,0.2,0.2
5,20260705,RDHO,1.1502063848721384,120.81953789856492,1.8140700619522456,2.134873112612206,0.297502458541438,0.8845744880668861,0.6833333333333333,4.508878599852324,objective_weight,S5,AoI-freshness priority,"(0.125, 0.125, 0.350, 0.200, 0.200)",0.125,0.125,0.35,0.2,0.2
6,20260706,RDHO,0.943105010088934,96.556042547752,1.384695697452193,1.6869115386217717,0.3291443541866419,0.9195759845948284,0.7416666666666667,4.39627689961344,objective_weight,S5,AoI-freshness priority,"(0.125, 0.125, 0.350, 0.200, 0.200)",0.125,0.125,0.35,0.2,0.2
7,20260707,RDHO,0.9901303449714528,85.18516022453215,1.2817347837440765,1.600718003274011,0.3374267266548577,0.9200177051851886,0.7166666666666667,4.420515400357544,objective_weight,S5,AoI-freshness priority,"(0.125, 0.125, 0.350, 0.200, 0.200)",0.125,0.125,0.35,0.2,0.2
8,20260708,RDHO,1.045651098171693,77.522449852888,1.5979681313038117,1.8874762561741592,0.3292396982453843,0.9022162910117404,0.6916666666666667,4.413138299714774,objective_weight,S5,AoI-freshness priority,"(0.125, 0.125, 0.350, 0.200, 0.200)",0.125,0.125,0.35,0.2,0.2
9,20260709,RDHO,1.2417600202418528,143.36176590740632,1.781772971956278,2.0909492950548705,0.2783412473973881,0.8786013475034842,0.6166666666666667,4.400676199700683,objective_weight,S5,AoI-freshness priority,"(0.125, 0.125, 0.350, 0.200, 0.200)",0.125,0.125,0.35,0.2,0.2
10,20260710,RDHO,1.0366807365291566,92.63032259024014,1.801357140521219,2.174585774535342,0.3319692513527461,0.911059359801046,0.7083333333333334,4.360231700353324,objective_weight,S5,AoI-freshness priority,"(0.125, 0.125, 0.350, 0.200, 0.200)",0.125,0.125,0.35,0.2,0.2
11,20260711,RDHO,1.1760255283009995,106.9967817494902,1.7132042018714475,2.025116093188496,0.313242292947659,0.9092398411365976,0.625,4.392731099855155,objective_weight,S5,AoI-freshness priority,"(0.125, 0.125, 0.350, 0.200, 0.200)",0.125,0.125,0.35,0.2,0.2
12,20260712,RDHO,1.0004352740783864,98.72315489897952,1.6912472500574487,2.0755598626636096,0.3413707098132569,0.9062559438741764,0.7333333333333333,4.798318000044674,objective_weight,S5,AoI-freshness priority,"(0.125, 0.125, 0.350, 0.200, 0.200)",0.125,0.125,0.35,0.2,0.2
13,20260713,RDHO,0.97139672738767,69.20180459595761,1.3418037595027072,1.6165977146571169,0.3454417874551059,0.9142560419481668,0.6916666666666667,4.459841799922288,objective_weight,S5,AoI-freshness priority,"(0.125, 0.125, 0.350, 0.200, 0.200)",0.125,0.125,0.35,0.2,0.2
14,20260714,RDHO,0.9846636295086628,70.21443924218664,1.6615321571738768,2.0059704795375244,0.3567927805056328,0.8969412245309232,0.7083333333333334,4.714586199726909,objective_weight,S5,AoI-freshness priority,"(0.125, 0.125, 0.350, 0.200, 0.200)",0.125,0.125,0.35,0.2,0.2
15,20260715,RDHO,0.9603759036627768,105.92370264579228,1.4855501948622798,1.8399027451612315,0.3338059534281071,0.9018881205770206,0.7333333333333333,4.70534129999578,objective_weight,S5,AoI-freshness priority,"(0.125, 0.125, 0.350, 0.200, 0.200)",0.125,0.125,0.35,0.2,0.2
16,20260716,RDHO,1.020906108478424,109.03615260217713,1.4577072140616945,1.777913947532862,0.317558058487748,0.9088168054950516,0.7083333333333334,4.64716719975695,objective_weight,S5,AoI-freshness priority,"(0.125, 0.125, 0.350, 0.200, 0.200)",0.125,0.125,0.35,0.2,0.2
17,20260717,RDHO,1.0699495301616844,74.20774373973602,1.737344178902721,2.06093146745751,0.3226999869755489,0.9011465472004564,0.6916666666666667,4.484949799720198,objective_weight,S5,AoI-freshness priority,"(0.125, 0.125, 0.350, 0.200, 0.200)",0.125,0.125,0.35,0.2,0.2
18,20260718,RDHO,0.9719512786568686,105.4455307303336,1.418654397364773,1.746455238643258,0.3326919616076067,0.9043201096454526,0.7083333333333334,4.419531600084156,objective_weight,S5,AoI-freshness priority,"(0.125, 0.125, 0.350, 0.200, 0.200)",0.125,0.125,0.35,0.2,0.2
19,20260719,RDHO,1.0077199310610565,87.75119000106957,1.4446986547688765,1.7680791212892522,0.3378684603005831,0.8841537495148096,0.6916666666666667,4.377446400001645,objective_weight,S5,AoI-freshness priority,"(0.125, 0.125, 0.350, 0.200, 0.200)",0.125,0.125,0.35,0.2,0.2
20,20260720,RDHO,0.9176799594926772,120.3139284621322,1.364586551024019,1.6990095472934847,0.3385087856072464,0.896509245742034,0.7666666666666667,4.397467100061476,objective_weight,S5,AoI-freshness priority,"(0.125, 0.125, 0.350, 0.200, 0.200)",0.125,0.125,0.35,0.2,0.2
21,20260721,RDHO,1.0172045583402956,98.357359889917,1.3531382485468957,1.6868235303348094,0.3360548420013022,0.9006100070494095,0.7083333333333334,4.472550000064075,objective_weight,S5,AoI-freshness priority,"(0.125, 0.125, 0.350, 0.200, 0.200)",0.125,0.125,0.35,0.2,0.2
22,20260722,RDHO,1.11557877863558,96.0936788722075,1.685578387125517,2.00883915054509,0.2968934832171572,0.9205792765199644,0.675,4.413649100344628,objective_weight,S5,AoI-freshness priority,"(0.125, 0.125, 0.350, 0.200, 0.200)",0.125,0.125,0.35,0.2,0.2
23,20260723,RDHO,1.2433964899043997,106.14852280336098,1.6101267536613904,1.8874341355896127,0.2969580451336766,0.8863147909396851,0.5666666666666667,4.581232499796897,objective_weight,S5,AoI-freshness priority,"(0.125, 0.125, 0.350, 0.200, 0.200)",0.125,0.125,0.35,0.2,0.2
24,20260724,RDHO,0.9471342996624158,95.6552656644703,1.4854737020157731,1.8022451549252247,0.3577543650230783,0.8842669616307335,0.7416666666666667,4.657367200125009,objective_weight,S5,AoI-freshness priority,"(0.125, 0.125, 0.350, 0.200, 0.200)",0.125,0.125,0.35,0.2,0.2
25,20260725,RDHO,1.0182687750521464,138.80600551436325,1.4040498483773736,1.712359320980034,0.3357386951482923,0.8971128713397019,0.7083333333333334,4.495585999917239,objective_weight,S5,AoI-freshness priority,"(0.125, 0.125, 0.350, 0.200, 0.200)",0.125,0.125,0.35,0.2,0.2
26,20260726,RDHO,1.0632298377014946,100.99075468621888,1.3578221433913575,1.6262090421910294,0.3197599390489169,0.8946930744485924,0.7,4.339312199968845,objective_weight,S5,AoI-freshness priority,"(0.125, 0.125, 0.350, 0.200, 0.200)",0.125,0.125,0.35,0.2,0.2
27,20260727,RDHO,1.0729686604416626,95.4605786082606,1.6201648185578308,1.9732007011411723,0.3140423506862314,0.896809658348511,0.675,4.407923999708146,objective_weight,S5,AoI-freshness priority,"(0.125, 0.125, 0.350, 0.200, 0.200)",0.125,0.125,0.35,0.2,0.2
28,20260728,RDHO,1.021961874491907,95.86702758895726,1.5776749616914931,1.886720194729364,0.32115711001526,0.8837994860511639,0.7333333333333333,4.475362800061703,objective_weight,S5,AoI-freshness priority,"(0.125, 0.125, 0.350, 0.200, 0.200)",0.125,0.125,0.35,0.2,0.2
29,20260729,RDHO,1.1605928577675142,88.11273515135157,1.2648654229016705,1.495139557677987,0.3117845501745431,0.8764416236573754,0.625,4.3793531996198,objective_weight,S5,AoI-freshness priority,"(0.125, 0.125, 0.350, 0.200, 0.200)",0.125,0.125,0.35,0.2,0.2
30,20260730,RDHO,0.9631776538632216,87.70654233688094,1.4984478992479122,1.80318335258008,0.3454291459555874,0.9165546578202088,0.7416666666666667,4.845764999743551,objective_weight,S5,AoI-freshness priority,"(0.125, 0.125, 0.350, 0.200, 0.200)",0.125,0.125,0.35,0.2,0.2
