run_id,seed,algorithm,fitness,energy,delay,aoi,qoe,fairness,csr,runtime,experiment,setting,description,weights,w_energy,w_delay,w_aoi,w_qoe,w_fairness
24,20260724,RDHO,0.9739029360981128,59.53148300243457,1.6949776850400196,2.0117491379494714,0.3542851124445035,0.8770364255731785,0.7333333333333333,4.8589825998060405,objective_weight,S3,Energy-delay priority,"(0.250, 0.250, 0.200, 0.150, 0.150)",0.25,0.25,0.2,0.15,0.15
25,20260725,RDHO,1.0714189060176993,99.65553629218024,1.6014217192831208,1.909731191885781,0.3346348275718876,0.892097554260064,0.6916666666666667,5.312410600017756,objective_weight,S3,Energy-delay priority,"(0.250, 0.250, 0.200, 0.150, 0.150)",0.25,0.25,0.2,0.15,0.15
26,20260726,RDHO,1.1012785539270478,81.38079383646588,1.4873552479448182,1.75574214674449,0.3205425784171288,0.8948479894322129,0.7083333333333334,4.600604999810457,objective_weight,S3,Energy-delay priority,"(0.250, 0.250, 0.200, 0.150, 0.150)",0.25,0.25,0.2,0.15,0.15
27,20260727,RDHO,1.1095881249870896,75.50922103339052,1.7976671719364048,2.150703054519746,0.3150594395831628,0.8983551449434167,0.7,4.925569600425661,objective_weight,S3,Energy-delay priority,"(0.250, 0.250, 0.200, 0.150, 0.150)",0.25,0.25,0.2,0.15,0.15
28,20260728,RDHO,1.0455857998741918,87.313512392737,1.6371412492253845,1.9461864822632544,0.3216105350789289,0.8834763260635059,0.7333333333333333,4.791585300117731,objective_weight,S3,Energy-delay priority,"(0.250, 0.250, 0.200, 0.150, 0.150)",0.25,0.25,0.2,0.15,0.15
29,20260729,RDHO,1.2065574108314785,69.50444605959031,1.3949142621025703,1.6251883968788872,0.3092002929485012,0.8700984296771602,0.6166666666666667,4.796859499998391,objective_weight,S3,Energy-delay priority,"(0.250, 0.250, 0.200, 0.150, 0.150)",0.25,0.25,0.2,0.15,0.15
30,20260730,RDHO,0.9453841483540066,73.37328422527774,1.593403569603009,1.8981390229351764,0.344969553797449,0.9139380981303036,0.7416666666666667,4.756373200099915,objective_weight,S3,Energy-delay priority,"(0.250, 0.250, 0.200, 0.150, 0.150)",0.25,0.25,0.2,0.15,0.15
1,20260701,RDHO,0.9498453064336994,107.64448628443049,1.608901510262961,1.9168431062951967,0.3240465604427417,0.9161711674881642,0.6583333333333333,5.001717200037092,objective_weight,S4,QoE-fairness priority,"(0.100, 0.100, 0.150, 0.325, 0.325)",0.1,0.1,0.15,0.325,0.325
2,20260702,RDHO,1.0333965158268923,85.96322373461165,1.9729180086145304,2.3117995331660617,0.306752514596421,0.8793326881014114,0.6416666666666667,4.848098200280219,objective_weight,S4,QoE-fairness priority,"(0.100, 0.100, 0.150, 0.325, 0.325)",0.1,0.1,0.15,0.325,0.325
3,20260703,RDHO,0.766798726884767,72.80048080635004,1.5297883060714752,1.8872562568272224,0.34956511082243,0.8986446972980536,0.7666666666666667,4.672962799668312,objective_weight,S4,QoE-fairness priority,"(0.100, 0.100, 0.150, 0.325, 0.325)",0.1,0.1,0.15,0.325,0.325
4,20260704,RDHO,0.8970135598674247,77.97156091908337,1.68238108003384,2.004985744345559,0.3431508097438496,0.894430642498219,0.6916666666666667,4.748988999985158,objective_weight,S4,QoE-fairness priority,"(0.100, 0.100, 0.150, 0.325, 0.325)",0.1,0.1,0.15,0.325,0.325
5,20260705,RDHO,0.961637611064004,110.02257131721846,1.9407226056431128,2.261525656303073,0.2981093479177813,0.8859908958387476,0.6916666666666667,4.788809699937701,objective_weight,S4,QoE-fairness priority,"(0.100, 0.100, 0.150, 0.325, 0.325)",0.1,0.1,0.15,0.325,0.325
6,20260706,RDHO,0.8132537108891743,90.29394282108342,1.4373956668163896,1.7396115079859684,0.3281815475085426,0.9185675078579738,0.7416666666666667,4.709268200211227,objective_weight,S4,QoE-fairness priority,"(0.100, 0.100, 0.150, 0.325, 0.325)",0.1,0.1,0.15,0.325,0.325
