run_id,seed,scenario_id,replicate_id,scenario_seed,algorithm_seed,algorithm,fitness,reported_fitness,base_fitness,search_fitness,penalty_scale,report_penalty_scale,search_penalty,report_penalty,energy_norm,delay_norm,aoi_norm,energy,delay,aoi,qoe,fairness,csr,nfe_used,max_evaluations,runtime
10,3782276182,10,1,3782276182,2742404085,RDHO,1.0798330043291986,1.0798330043291986,0.7464996709958651,3.7464996709958656,9.0,1.0,3.0000000000000004,0.33333333333333337,0.8574808643206028,1.1166392746529399,1.2162311722115136,92.65273664646287,1.6240305566899935,1.926977234423645,0.3014076296787093,0.8700507074911668,0.6666666666666666,15011,15050,8.968732700217515
10,3782276182,10,1,3782276182,1724828119,RIME,1.665169864745064,1.665169864745064,1.1568365314117306,1.665169864745064,1.0,1.0,0.5083333333333333,0.5083333333333333,0.8519851564607173,2.2581213593684315,2.2651822197907547,86.86669867006628,2.9513545330357642,3.254301210769416,0.25422163248453145,0.7966419271986392,0.49166666666666664,15050,15050,9.212017899844795
10,3782276182,10,1,3782276182,1564376107,DBO,1.1321021654474692,1.1321021654474692,0.7821021654474694,1.1321021654474692,1.0,1.0,0.35,0.35,0.6912358988490412,1.3042174564162765,1.374230143043561,76.42922518309018,1.9067162324376004,2.2096629101712515,0.29761713645348176,0.8706303293506805,0.65,15050,15050,9.07128439983353
10,3782276182,10,1,3782276182,1103142719,TLBO-HHO,1.1422921865720255,1.1422921865720255,0.7506255199053588,1.1422921865720255,1.0,1.0,0.3916666666666667,0.3916666666666667,0.7434316464128371,1.1825378321943891,1.2662987495362055,89.85762840433011,1.672385459157797,1.9753321368914485,0.2955521601679597,0.8705664470039055,0.6083333333333333,15050,15050,9.09889019979164
10,3782276182,10,1,3782276182,129807933,CWTSSA,1.1662978114446172,1.1662978114446172,0.7746311447779505,1.1662978114446172,1.0,1.0,0.3916666666666667,0.3916666666666667,0.6377854964425965,1.3221223480253463,1.3649100406122032,67.98643517762784,1.9124408162726207,2.215387494006272,0.29638030794811304,0.8729678521106136,0.6083333333333333,15050,15050,9.203656199853867
10,3782276182,10,1,3782276182,4255093114,GA,1.1623387638273739,1.1623387638273739,0.7540054304940407,1.1623387638273739,1.0,1.0,0.4083333333333333,0.4083333333333333,0.8324200482999622,1.1407041032791772,1.2206102375896652,90.0806646475832,1.7031486085775733,2.0060952863112247,0.2916427336550395,0.8526982253880132,0.5916666666666667,15050,15050,9.18744850018993
10,3782276182,10,1,3782276182,2010087538,PSO,1.3550482322592219,1.3550482322592219,0.9050482322592219,1.3550482322592219,1.0,1.0,0.44999999999999996,0.44999999999999996,0.9270782348031201,1.5792981973109945,1.5522769078103695,109.83500688363469,2.323517491778947,2.6264641695125985,0.27997850922224454,0.8454759472576318,0.55,15050,15050,8.994995000306517
10,3782276182,10,1,3782276182,1782104253,DE,1.1085874554549737,1.1085874554549737,0.7419207887883071,1.1085874554549737,1.0,1.0,0.3666666666666667,0.3666666666666667,0.8039972659508396,1.1328607298568552,1.2206179238900328,96.53726701234488,1.6112948417768949,1.914241519510546,0.30057160188752385,0.8703543795558907,0.6333333333333333,15050,15050,9.36235130019486
10,3782276182,10,1,3782276182,3857030154,Greedy-ED,1.195131342734523,1.195131342734523,0.7367980094011894,1.195131342734523,1.0,1.0,0.45833333333333337,0.45833333333333337,0.9417216301927847,1.0472233883696265,1.1433365810398166,102.16509787401446,1.5270913372505266,1.830038014984178,0.29315708785663863,0.8676871505079033,0.5416666666666666,360,15050,0.206042000092566
11,3784524273,11,1,3784524273,2744652176,RDHO,0.8888055299329386,0.8888055299329386,0.6221388632662719,3.0221388632662722,9.0,1.0,2.4000000000000004,0.2666666666666667,0.7066040524290434,0.9117477559198519,0.9609568618705708,87.10128370191968,1.77193756887957,2.138763751762255,0.32907050118237197,0.9221506202583348,0.7333333333333333,15011,15050,9.071342300157994
11,3784524273,11,1,3784524273,1727076210,RIME,1.4817986978444417,1.4817986978444417,1.065132031177775,1.4817986978444417,1.0,1.0,0.41666666666666663,0.41666666666666663,0.7803110562320753,2.0538019576193283,2.047505472855795,95.03219284533799,3.518404826332824,3.8852310092155085,0.2704339659785909,0.807510095905787,0.5833333333333334,15050,15050,9.475316300056875
11,3784524273,11,1,3784524273,1566624198,DBO,0.980078448277048,0.980078448277048,0.6634117816103814,0.980078448277048,1.0,1.0,0.31666666666666665,0.31666666666666665,0.6207736342444491,1.0569595328110932,1.1065545440886395,73.74486214549609,2.063649117503386,2.430475300386071,0.3217089100676106,0.9165274989951006,0.6833333333333333,15050,15050,9.136920299846679
11,3784524273,11,1,3784524273,1105390810,TLBO-HHO,0.975682910627241,0.975682910627241,0.650682910627241,0.975682910627241,1.0,1.0,0.32499999999999996,0.32499999999999996,0.6286693573650783,1.0214188049283945,1.0642614090356965,81.1167017369622,1.9036097422844827,2.2704359251671677,0.3236592319997428,0.9150711500959342,0.675,15050,15050,9.236645099706948
11,3784524273,11,1,3784524273,132056024,CWTSSA,0.9535388930310501,0.9535388930310501,0.6452055596977168,0.9535388930310501,1.0,1.0,0.30833333333333335,0.30833333333333335,0.5752297266028551,1.0314049778161942,1.0816505720557772,68.68945756418279,2.0576107786924496,2.424436961575134,0.3249264552821325,0.9235525862230519,0.6916666666666667,15050,15050,9.260588900186121
11,3784524273,11,1,3784524273,4257341205,GA,0.9554182462453751,0.9554182462453751,0.6637515795787085,0.9554182462453751,1.0,1.0,0.29166666666666663,0.29166666666666663,0.6655539548760847,1.0272026102804381,1.0872614510575709,79.31547227881359,1.9965661996912367,2.363392382573921,0.31022220059388717,0.9202345810312497,0.7083333333333334,15050,15050,9.46124369977042
11,3784524273,11,1,3784524273,2012335629,PSO,1.2254346495509612,1.2254346495509612,0.7921013162176278,1.2254346495509612,1.0,1.0,0.43333333333333335,0.43333333333333335,0.7450934230129107,1.388213192999159,1.3507001144892936,83.67815164940777,2.7052563915146655,3.0720825743973506,0.2923421735268702,0.8997966228012955,0.5666666666666667,15050,15050,9.557210100349039
11,3784524273,11,1,3784524273,1784352344,DE,0.9388941082996615,0.9388941082996615,0.6472274416329948,0.9388941082996615,1.0,1.0,0.29166666666666663,0.29166666666666663,0.6596873170241911,1.0102375432286204,1.0483147766317749,80.17499884464627,1.9404538725794283,2.307280055462113,0.32765568454685134,0.9240412863782762,0.7083333333333334,15050,15050,9.813806199934334
11,3784524273,11,1,3784524273,3859278245,Greedy-ED,0.9742154322156079,0.9742154322156079,0.6325487655489412,0.9742154322156079,1.0,1.0,0.3416666666666667,0.3416666666666667,0.7158306386261557,0.9388004745878377,0.986267108323737,87.63602633897347,1.7822325106768004,2.1490586935594855,0.32803558315094694,0.9235617092406735,0.6583333333333333,360,15050,0.21697730012238026
12,3786772364,12,1,3786772364,2746900267,RDHO,0.9599722805808383,0.9599722805808383,0.6683056139141716,3.293305613914171,9.0,1.0,2.6249999999999996,0.29166666666666663,0.6184358969023037,1.1444416221319762,1.0596542415458932,79.62638454749512,1.4793225863892379,1.776254044946721,0.34123538988261737,0.8909920591179781,0.7083333333333334,15011,15050,9.665460700169206
12,3786772364,12,1,3786772364,1729324301,RIME,1.4719524475097043,1.4719524475097043,1.0719524475097044,1.4719524475097043,1.0,1.0,0.4,0.4,0.6456229084887323,2.450951720876154,1.9469087779947496,83.64741791123552,2.671105511116528,2.9680369696740114,0.29356640063144634,0.8340956093444674,0.6,15050,15050,9.734282500110567
12,3786772364,12,1,3786772364,1568872289,DBO,1.0509943514503401,1.0509943514503401,0.7259943514503402,1.0509943514503401,1.0,1.0,0.32499999999999996,0.32499999999999996,0.6649487131513432,1.2713240548331293,1.1748049563486247,74.47674337171206,1.6781529204411076,1.9750843789985908,0.32400107051635013,0.8736291495518727,0.675,15050,15050,9.758801400195807
12,3786772364,12,1,3786772364,1107638901,TLBO-HHO,1.1331809081516588,1.1331809081516588,0.7581809081516588,1.1331809081516588,1.0,1.0,0.375,0.375,0.40500491343461276,1.5207217719327217,1.3655388893562683,47.74012877659983,1.9256049817171061,2.222536440274589,0.32692902953640096,0.8882144605623787,0.625,15050,15050,9.550531199667603
12,3786772364,12,1,3786772364,134304115,CWTSSA,1.0232598806646427,1.0232598806646427,0.6982598806646427,1.0232598806646427,1.0,1.0,0.32499999999999996,0.32499999999999996,0.5483330139190692,1.2708632949235508,1.1655947086449086,71.8711714906931,1.6135434122813028,1.910474870838786,0.3347973568956093,0.8961566726673186,0.675,15050,15050,9.413996699731797
12,3786772364,12,1,3786772364,4259589296,GA,1.1080405917855116,1.1080405917855116,0.7830405917855116,1.1080405917855116,1.0,1.0,0.32499999999999996,0.32499999999999996,0.6056100555796247,1.4926228528519956,1.3244876108960313,77.86360994640644,1.8877463580952554,2.1846778166527385,0.3270447307662958,0.8593227358674551,0.675,15050,15050,9.78424460021779
