run_id,seed,algorithm,fitness,base_objective,penalty,search_fitness,energy,delay,aoi,qoe,fairness,csr,runtime,nfe,pre_refinement_fitness,local_refinement_gain,experiment,lambda0,alpha
11,20260711,RDHO,1.0596912721608196,0.6930246054941528,0.3666666666666667,1.2430246054941527,101.39525177649345,1.7525672042374167,2.0644790955544656,0.31323757856625184,0.9748907951895815,0.6333333333333333,4.5058674359997894,9112,1.0905025103920967,0.03081123823127707,dynamic_penalty,0.5,1.0
12,20260712,RDHO,0.9088600582318612,0.6421933915651945,0.2666666666666667,1.0421933915651946,78.13698944400915,1.788679332584481,2.172991945190642,0.3426317717904447,0.9539525064228838,0.7333333333333333,4.562243295999906,9112,0.9187466296316888,0.009886571399827626,dynamic_penalty,0.5,1.0
13,20260713,RDHO,0.8876880120413743,0.5960213453747076,0.29166666666666663,1.0335213453747076,58.40727365303886,1.3896371507746044,1.664431105929014,0.345534724295837,0.9474108070131427,0.7083333333333334,4.127821982999649,9112,0.8972893608871209,0.009601348845746593,dynamic_penalty,0.5,1.0
14,20260714,RDHO,0.8802332676138266,0.6052332676138266,0.275,1.0177332676138267,64.48275848896449,1.6602669506743368,2.0047052730379837,0.3593179904328162,0.9478809838573198,0.725,4.104586509000001,9112,0.8829480576881763,0.0027147900743497155,dynamic_penalty,0.5,1.0
15,20260715,RDHO,0.8865523133054771,0.6365523133054771,0.25,1.0115523133054771,84.27380928613815,1.661422633672953,2.0157751839719045,0.33535853098820007,0.9499178515350274,0.75,4.139672422999865,9112,0.9045203660929116,0.01796805278743452,dynamic_penalty,0.5,1.0
16,20260716,RDHO,0.9256046757822728,0.6506046757822728,0.275,1.0631046757822729,98.03598425667226,1.5158167863035783,1.8360235197747454,0.3175856145313783,0.956003142184177,0.725,4.150708803999805,9112,0.9534345948858541,0.027829919103581346,dynamic_penalty,0.5,1.0
17,20260717,RDHO,0.9627279938021253,0.6710613271354586,0.29166666666666663,1.1085613271354586,64.90266084060116,1.804660700674956,2.128247989229746,0.3224862042911524,0.9442081785816343,0.7083333333333334,4.281268491999981,9112,0.9750959768807491,0.012367983078623856,dynamic_penalty,0.5,1.0
18,20260718,RDHO,0.8910732528147585,0.6160732528147584,0.275,1.0285732528147584,91.6458596507206,1.549125905166763,1.8769267464452484,0.33355837732262233,0.9619202314040128,0.725,4.184418292999908,9112,0.9051482334408618,0.01407498062610335,dynamic_penalty,0.5,1.0
19,20260719,RDHO,0.9236958058094448,0.6403624724761114,0.2833333333333333,1.0653624724761115,72.0840086360013,1.622368752798965,1.9457492193193406,0.33890680486951785,0.9138457518125477,0.7166666666666667,4.444656988000133,9112,0.9440898866254099,0.020394080815965165,dynamic_penalty,0.5,1.0
20,20260720,RDHO,0.8530968375470018,0.6280968375470019,0.22499999999999998,0.9655968375470019,104.45194525588022,1.4787731875094194,1.8131961837788857,0.3383392458557575,0.9041226621391715,0.775,4.33952400599992,9112,0.873309268581915,0.020212431034913214,dynamic_penalty,0.5,1.0
21,20260721,RDHO,0.9374505464864182,0.6541172131530849,0.2833333333333333,1.0791172131530848,82.65761673634444,1.4507905810241515,1.7844758628120652,0.33640374220682673,0.9607513789647307,0.7166666666666667,4.135472151000158,9112,0.9501251852947498,0.012674638808331529,dynamic_penalty,0.5,1.0
22,20260722,RDHO,1.0069496731162655,0.698616339782932,0.30833333333333335,1.161116339782932,85.3786120270431,1.7510496953635026,2.0743104587830756,0.29674477785031206,0.9358745114235644,0.6916666666666667,4.2963683070001935,9112,1.0428476712448154,0.03589799812854988,dynamic_penalty,0.5,1.0
23,20260723,RDHO,1.1320415667788115,0.7320415667788114,0.4,1.3320415667788115,86.32679043310605,1.7559215825455474,2.0332289644737704,0.2964605273362599,0.948488715132216,0.6,4.498143600999811,9112,1.1478415961171944,0.01580002933838287,dynamic_penalty,0.5,1.0
24,20260724,RDHO,0.8807652445856324,0.6224319112522991,0.2583333333333333,1.009931911252299,88.94513008974224,1.5188074557482798,1.8355789086577317,0.35653354336786724,0.9267188867533822,0.7416666666666667,4.236853467999936,9112,0.8966866515690148,0.015921406983382402,dynamic_penalty,0.5,1.0
25,20260725,RDHO,0.9457380599283679,0.6540713932617013,0.29166666666666663,1.0915713932617013,120.02742514613206,1.4972944497643084,1.8056039223669689,0.3365099425455048,0.9480883985668547,0.7083333333333334,4.230411859000014,9112,0.9730329242291027,0.0272948643007348,dynamic_penalty,0.5,1.0
26,20260726,RDHO,0.9824440749242075,0.6907774082575409,0.29166666666666663,1.1282774082575409,92.00621242879754,1.409957577900983,1.678344476700655,0.3204526023047479,0.9172984062452437,0.7083333333333334,4.536701003999951,9112,1.0087084505727408,0.026264375648533345,dynamic_penalty,0.5,1.0
27,20260727,RDHO,0.9815813399816625,0.7065813399816625,0.275,1.1190813399816626,76.39627646203729,1.7840206125384583,2.1370564951218,0.3165540077552593,0.9098701312838904,0.725,4.703311120999842,9112,0.9942475775396693,0.012666237558006777,dynamic_penalty,0.5,1.0
28,20260728,RDHO,0.9216611930900942,0.6799945264234275,0.2416666666666667,1.0424945264234275,77.58968324742847,1.7827034690235024,2.0917487020613725,0.32223899428203806,0.9393832112899694,0.7583333333333333,4.268010610000147,9112,0.9287119777070934,0.007050784616999151,dynamic_penalty,0.5,1.0
29,20260729,RDHO,1.0778816837004843,0.7112150170338175,0.3666666666666667,1.2612150170338174,75.70403867051643,1.3699502916066975,1.6002244263830139,0.31074463281083053,0.9092678437281462,0.6333333333333333,4.207674572000087,9112,1.087913622695937,0.010031938995452627,dynamic_penalty,0.5,1.0
30,20260730,RDHO,0.8685514607209035,0.6102181273875702,0.2583333333333333,0.9977181273875702,80.56105957834255,1.5389638737183886,1.843699327050556,0.3453991997952318,0.9435539199746712,0.7416666666666667,4.187289366000186,9112,0.8718736706350079,0.003322209914104368,dynamic_penalty,0.5,1.0
1,20260701,RDHO,1.0286927423317453,0.6953594089984119,0.33333333333333337,2.195359408998412,98.48786062891784,1.6526048483673734,1.960546444399609,0.32347502443088194,0.9450388287405875,0.6666666666666666,4.192525931000091,9112,1.0479837722145064,0.0192910298827611,dynamic_penalty,0.5,2.0
2,20260702,RDHO,1.139021348077372,0.7806880147440388,0.3583333333333333,2.3931880147440387,81.99478213336852,1.9909831225829144,2.3298646471344453,0.3062227890853587,0.8996929189294582,0.6416666666666667,4.211088224999912,9112,1.154696426128238,0.015675078050865876,dynamic_penalty,0.5,2.0
3,20260703,RDHO,0.8135479269809902,0.5885479269809902,0.22499999999999998,1.60104792698099,69.63209470976207,1.5423682461255845,1.8998361968813318,0.34928619844519054,0.9403948279431532,0.775,4.358878170000025,9112,0.8216936021914771,0.008145675210486925,dynamic_penalty,0.5,2.0
4,20260704,RDHO,0.9651341771677142,0.6568008438343809,0.30833333333333335,2.044300843834381,78.62997219737113,1.6416015760079623,1.964206240319681,0.34212010546811344,0.9196434476085834,0.6916666666666667,4.51095788900011,9112,0.9699219015853786,0.004787724417664396,dynamic_penalty,0.5,2.0
5,20260705,RDHO,1.0319890743368902,0.7236557410035568,0.30833333333333335,2.111155741003557,110.91714627389219,1.8589641466498237,2.179767197309784,0.2969298283128824,0.9563389190681439,0.6916666666666667,4.267441498000153,9112,1.0546548587756974,0.02266578443880718,dynamic_penalty,0.5,2.0
6,20260706,RDHO,0.8802050696730449,0.6218717363397116,0.2583333333333333,1.7843717363397116,86.3947721463322,1.433529709743492,1.7357455509130708,0.32744838373330454,0.9308040498610085,0.7416666666666667,4.29777040099998,9112,0.9072844407638601,0.027079371090815152,dynamic_penalty,0.5,2.0
7,20260707,RDHO,0.9047739676846714,0.6297739676846714,0.275,1.8672739676846715,75.657008241764,1.3222687255917591,1.6412519451216934,0.3374180439847163,0.9430999089676104,0.725,4.453083485000207,9112,0.9213235805969272,0.016549612912255762,dynamic_penalty,0.5,2.0
8,20260708,RDHO,0.9587236509883288,0.6503903176549954,0.30833333333333335,2.0378903176549956,70.83445238111764,1.634194755696496,1.9237028805668435,0.3293814188342891,0.9487779555544733,0.6916666666666667,4.52514648999977,9112,0.970872108891347,0.012148457903018217,dynamic_penalty,0.5,2.0
9,20260709,RDHO,1.1405820072480002,0.7739153405813334,0.3666666666666667,2.4239153405813334,131.7909404952712,1.8664736367567347,2.175649959855327,0.27992089665375774,0.9369949098353977,0.6333333333333333,4.178101774999959,9112,1.1708909919718642,0.030308984723864008,dynamic_penalty,0.5,2.0
10,20260710,RDHO,0.9302715985396955,0.6636049318730288,0.2666666666666667,1.863604931873029,81.09410489229037,1.9347974595406274,2.3080260935547505,0.3338744927651593,0.9505147297801073,0.7333333333333333,4.176355326000248,9112,0.9430783489845019,0.012806750444806392,dynamic_penalty,0.5,2.0
11,20260711,RDHO,1.061155287294936,0.6944886206282692,0.3666666666666667,2.3444886206282693,101.04649600003073,1.7515883292500631,2.0635002205671116,0.3133188583748286,0.975072521210034,0.6333333333333333,4.397771858999931,9112,1.0786869506630876,0.017531663368151706,dynamic_penalty,0.5,2.0
12,20260712,RDHO,0.9092786690531841,0.6426120023865174,0.2666666666666667,1.8426120023865176,80.33979748997011,1.7715929366658165,2.155905549271977,0.3429980834048959,0.9546675233368144,0.7333333333333333,4.685615283000061,9112,0.9128419250497449,0.0035632559965608213,dynamic_penalty,0.5,2.0
13,20260713,RDHO,0.8879183489094574,0.5962516822427908,0.29166666666666663,1.9087516822427906,57.65000229101159,1.395333085592916,1.6701270407473252,0.3455432496874963,0.9466801982237902,0.7083333333333334,4.192533618000198,9112,0.8982330004616337,0.010314651552176257,dynamic_penalty,0.5,2.0
14,20260714,RDHO,0.8803967178437792,0.6053967178437791,0.275,1.8428967178437792,66.35492923303079,1.6461686867319092,1.9906070090955565,0.35939719664025377,0.9479486258744261,0.725,4.175913933999709,9112,0.8864218153978765,0.006025097554097303,dynamic_penalty,0.5,2.0
