run_id,seed,algorithm,iteration,fitness
1,20260701,RDHO,0,1.3280387582347966
1,20260701,RDHO,1,1.3280387582347966
1,20260701,RDHO,2,1.3280387582347966
1,20260701,RDHO,3,1.3280387582347966
1,20260701,RDHO,4,1.3280387582347966
1,20260701,RDHO,5,1.3280387582347966
1,20260701,RDHO,6,1.3280387582347966
1,20260701,RDHO,7,1.3280387582347966
1,20260701,RDHO,8,1.3280387582347966
1,20260701,RDHO,9,1.3280387582347966
1,20260701,RDHO,10,1.3280387582347966
1,20260701,RDHO,11,1.3280387582347966
1,20260701,RDHO,12,1.3280387582347966
1,20260701,RDHO,13,1.3280387582347966
1,20260701,RDHO,14,1.3280387582347966
1,20260701,RDHO,15,1.309510180197344
1,20260701,RDHO,16,1.309510180197344
1,20260701,RDHO,17,1.3052242407382548
1,20260701,RDHO,18,1.3052242407382548
1,20260701,RDHO,19,1.299561959704997
1,20260701,RDHO,20,1.2852145819968293
1,20260701,RDHO,21,1.2645887091331187
1,20260701,RDHO,22,1.2645887091331187
1,20260701,RDHO,23,1.2487770138735035
1,20260701,RDHO,24,1.2487770138735035
1,20260701,RDHO,25,1.2471838114789349
1,20260701,RDHO,26,1.234470628986772
1,20260701,RDHO,27,1.234470628986772
1,20260701,RDHO,28,1.2329300434383912
1,20260701,RDHO,29,1.2329300434383912
1,20260701,RDHO,30,1.2111335308587146
1,20260701,RDHO,31,1.2111335308587146
1,20260701,RDHO,32,1.2104837579612537
1,20260701,RDHO,33,1.2104837579612537
1,20260701,RDHO,34,1.2104837579612537
1,20260701,RDHO,35,1.201954659946001
1,20260701,RDHO,36,1.1984744183798988
1,20260701,RDHO,37,1.1984744183798988
1,20260701,RDHO,38,1.1984744183798988
1,20260701,RDHO,39,1.1984744183798988
1,20260701,RDHO,40,1.1984744183798988
1,20260701,RDHO,41,1.1984138651392868
1,20260701,RDHO,42,1.1983224939255779
1,20260701,RDHO,43,1.1983224939255779
1,20260701,RDHO,44,1.1983224939255779
1,20260701,RDHO,45,1.1977214460714345
1,20260701,RDHO,46,1.1977214460714345
1,20260701,RDHO,47,1.1977214460714345
1,20260701,RDHO,48,1.1977214460714345
1,20260701,RDHO,49,1.1977214460714345
1,20260701,RDHO,50,1.1977214460714345
1,20260701,RDHO,51,1.1977214460714345
1,20260701,RDHO,52,1.1977214460714345
1,20260701,RDHO,53,1.1977214460714345
1,20260701,RDHO,54,1.1977214460714345
1,20260701,RDHO,55,1.1977214460714345
1,20260701,RDHO,56,1.1977214460714345
1,20260701,RDHO,57,1.1977214460714345
1,20260701,RDHO,58,1.1977214460714345
1,20260701,RDHO,59,1.1977214460714345
1,20260701,RDHO,60,1.1977214460714345
1,20260701,RDHO,61,1.1977214460714345
1,20260701,RDHO,62,1.1977214460714345
1,20260701,RDHO,63,1.1977214460714345
1,20260701,RDHO,64,1.1977214460714345
1,20260701,RDHO,65,1.1977214460714345
1,20260701,RDHO,66,1.1977214460714345
1,20260701,RDHO,67,1.1977214460714345
1,20260701,RDHO,68,1.1977214460714345
1,20260701,RDHO,69,1.1977214460714345
1,20260701,RDHO,70,1.1977214460714345
1,20260701,RDHO,71,1.1977214460714345
1,20260701,RDHO,72,1.1977214460714345
1,20260701,RDHO,73,1.1977214460714345
1,20260701,RDHO,74,1.1977214460714345
1,20260701,RDHO,75,1.1977214460714345
1,20260701,RDHO,76,1.1977214460714345
1,20260701,RDHO,77,1.1977214460714345
1,20260701,RDHO,78,1.1977214460714345
1,20260701,RDHO,79,1.1977214460714345
1,20260701,RDHO,80,1.1977214460714345
1,20260701,RDHO,81,1.1977214460714345
1,20260701,RDHO,82,1.1977214460714345
1,20260701,RDHO,83,1.1977214460714345
1,20260701,RDHO,84,1.1977214460714345
1,20260701,RDHO,85,1.1977214460714345
1,20260701,RDHO,86,1.1977214460714345
1,20260701,RDHO,87,1.1977214460714345
1,20260701,RDHO,88,1.1977214460714345
1,20260701,RDHO,89,1.1977214460714345
1,20260701,RDHO,90,1.1977214460714345
1,20260701,RDHO,91,1.1977214460714345
1,20260701,RDHO,92,1.1977214460714345
1,20260701,RDHO,93,1.1977214460714345
1,20260701,RDHO,94,1.1977214460714345
1,20260701,RDHO,95,1.1977214460714345
1,20260701,RDHO,96,1.1977214460714345
1,20260701,RDHO,97,1.1977214460714345
1,20260701,RDHO,98,1.1977214460714345
1,20260701,RDHO,99,1.1977214460714345
1,20260701,RDHO,100,1.1977214460714345
1,20260701,RDHO,101,1.1977214460714345
1,20260701,RDHO,102,1.1977214460714345
1,20260701,RDHO,103,1.1977214460714345
1,20260701,RDHO,104,1.1977214460714345
1,20260701,RDHO,105,1.1977214460714345
1,20260701,RDHO,106,1.1977214460714345
1,20260701,RDHO,107,1.1977214460714345
1,20260701,RDHO,108,1.1977214460714345
1,20260701,RDHO,109,1.1977214460714345
1,20260701,RDHO,110,1.1977214460714345
1,20260701,RDHO,111,1.1977214460714345
1,20260701,RDHO,112,1.1977214460714345
1,20260701,RDHO,113,1.1977214460714345
1,20260701,RDHO,114,1.1977214460714345
1,20260701,RDHO,115,1.1977214460714345
1,20260701,RDHO,116,1.1977214460714345
1,20260701,RDHO,117,1.1977214460714345
1,20260701,RDHO,118,1.1977214460714345
1,20260701,RDHO,119,1.1977214460714345
1,20260701,RDHO,120,1.1977214460714345
1,20260701,RDHO,121,1.1977214460714345
1,20260701,RDHO,122,1.1977214460714345
1,20260701,RDHO,123,1.1977214460714345
1,20260701,RDHO,124,1.1977214460714345
1,20260701,RDHO,125,1.1977214460714345
1,20260701,RDHO,126,1.1977214460714345
1,20260701,RDHO,127,1.1977214460714345
1,20260701,RDHO,128,1.1977214460714345
1,20260701,RDHO,129,1.1977214460714345
1,20260701,RDHO,130,1.1977214460714345
1,20260701,RDHO,131,1.1977214460714345
1,20260701,RDHO,132,1.1977214460714345
1,20260701,RDHO,133,1.1977214460714345
1,20260701,RDHO,134,1.1977214460714345
1,20260701,RDHO,135,1.1977214460714345
1,20260701,RDHO,136,1.1977214460714345
1,20260701,RDHO,137,1.1977214460714345
1,20260701,RDHO,138,1.1977214460714345
1,20260701,RDHO,139,1.1977214460714345
1,20260701,RDHO,140,1.1977214460714345
1,20260701,RDHO,141,1.1977214460714345
1,20260701,RDHO,142,1.1977214460714345
1,20260701,RDHO,143,1.1977214460714345
1,20260701,RDHO,144,1.1977214460714345
1,20260701,RDHO,145,1.1977214460714345
1,20260701,RDHO,146,1.1977214460714345
1,20260701,RDHO,147,1.1934487678324865
1,20260701,RDHO,148,1.1934487678324865
1,20260701,RDHO,149,1.1934487678324865
1,20260701,RDHO,150,1.1934487678324865
1,20260701,RIME,0,2.5141323808885687
1,20260701,RIME,1,2.1253052601676243
1,20260701,RIME,2,2.0674206861980293
1,20260701,RIME,3,2.058119384680479
1,20260701,RIME,4,2.0530347397216024
1,20260701,RIME,5,2.0530347397216024
1,20260701,RIME,6,1.9946500826494225
1,20260701,RIME,7,1.8733968602922577
1,20260701,RIME,8,1.830340096822812
1,20260701,RIME,9,1.7916783631212214
1,20260701,RIME,10,1.7483684726684026
1,20260701,RIME,11,1.7483684726684026
1,20260701,RIME,12,1.745913156090862
1,20260701,RIME,13,1.7458492940439008
1,20260701,RIME,14,1.738425271194986
1,20260701,RIME,15,1.6997804358226845
1,20260701,RIME,16,1.6816840991218904
1,20260701,RIME,17,1.6816840991218904
1,20260701,RIME,18,1.6812086873657268
1,20260701,RIME,19,1.6656387546956914
1,20260701,RIME,20,1.665609045326842
1,20260701,RIME,21,1.6618043125713393
1,20260701,RIME,22,1.6618043125713393
1,20260701,RIME,23,1.6616987282572913
1,20260701,RIME,24,1.6616987282572913
1,20260701,RIME,25,1.6616348806336487
1,20260701,RIME,26,1.6608200901233405
1,20260701,RIME,27,1.6457822047402675
1,20260701,RIME,28,1.6157460849388792
1,20260701,RIME,29,1.6149469978362276
1,20260701,RIME,30,1.605883082246247
1,20260701,RIME,31,1.605883082246247
1,20260701,RIME,32,1.6048626811858662
1,20260701,RIME,33,1.6036766716791429
1,20260701,RIME,34,1.603367960416769
1,20260701,RIME,35,1.6030355395111244
1,20260701,RIME,36,1.602560049972729
1,20260701,RIME,37,1.602560049972729
1,20260701,RIME,38,1.6021673873533016
1,20260701,RIME,39,1.6021673873533016
1,20260701,RIME,40,1.6021673873533016
1,20260701,RIME,41,1.5920284357235925
1,20260701,RIME,42,1.5919942508206373
1,20260701,RIME,43,1.5919942508206373
1,20260701,RIME,44,1.58680665093253
1,20260701,RIME,45,1.58680665093253
