run_id,seed,algorithm,fitness,base_objective,penalty,search_fitness,energy,delay,aoi,qoe,fairness,csr,hard_feasible,capacity_utilisation_mean,capacity_utilisation_max,assignment_unique,runtime,nfe,pre_refinement_fitness,local_refinement_gain
1,20260701,RIME-common-init,1.8089489682754145,1.2506156349420812,0.5583333333333333,1.8089489682754145,163.35300607635247,4.641072444838114,4.9340492042312745,0.3104811526432416,0.8295058347857985,0.44166666666666665,1,0.7895201542388592,1.0,1,6.21305287499996,7551,1.8089489682754145,0.0
1,20260701,DBO-common-init,1.31804013728829,0.8680401372882899,0.44999999999999996,1.31804013728829,62.4459403324646,2.7934682227032503,3.0864449820964097,0.3766332860036637,0.8953673223053955,0.55,1,0.6763144739157884,1.0000000000000002,1,6.026616208999997,7551,1.31804013728829,0.0
1,20260701,RIME-common-init-refine,1.1732642287123927,0.7732642287123925,0.4,1.1732642287123927,72.93899686308987,2.1215921178708363,2.4145688772639957,0.403211771423055,0.9006130383044211,0.6,1,0.8029337756340214,1.0000000000000002,1,6.9241715,8551,1.5922242755553808,0.41896004684298815
1,20260701,DBO-common-init-refine,1.1431522766468394,0.7764856099801728,0.3666666666666667,1.1431522766468394,67.26626720836327,2.2512305075663006,2.54420726695946,0.4059586572161445,0.9028229233697808,0.6333333333333333,1,0.8388605844596506,1.0,1,6.874329165999995,8551,1.365828242977369,0.22267596633052955
1,20260701,RDHO-core,1.4505496254972843,0.9838829588306175,0.4666666666666667,5.183882958830617,147.72099201988215,3.1557885129431407,3.448765272336299,0.3549968215513189,0.8786180156663284,0.5333333333333333,1,0.8245725418061476,1.0000000000000002,1,6.246436417000041,7551,1.4505496254972843,0.0
1,20260701,RDHO-full,1.1085684341068993,0.7585684341068993,0.35,3.908568434106899,74.82231000942322,2.077367767445099,2.3703445268382586,0.4055901929117499,0.8981469852203793,0.65,1,0.8388950572562454,1.0000000000000002,1,8.160211624999988,10232,1.1934487678324865,0.08488033372558723
2,20260702,RIME-common-init,1.5089275451219029,0.9755942117885695,0.5333333333333333,1.5089275451219029,99.73804197957267,3.330351460757524,3.6421497117585346,0.36602019312572376,0.8560832220303123,0.4666666666666667,1,0.8119691518402272,1.0000000000000002,1,6.084334124999998,7551,1.5089275451219029,0.0
2,20260702,DBO-common-init,1.1650761864000385,0.7734095197333718,0.3916666666666667,1.1650761864000385,96.27471700146378,2.198380814048527,2.5101790650495373,0.4071769351557519,0.9285728752778747,0.6083333333333333,1,0.7689167980641333,1.0000000000000002,1,5.972330040999964,7551,1.1650761864000385,0.0
2,20260702,RIME-common-init-refine,1.04462739679024,0.7112940634569067,0.33333333333333337,1.04462739679024,105.49024947515889,1.8867558557915018,2.1985541067925123,0.4266235757843003,0.942996072486727,0.6666666666666666,1,0.8459100376748591,1.0,1,6.894991875000073,8551,1.7750811405273434,0.7304537437371035
2,20260702,DBO-common-init-refine,1.0416259728806343,0.6999593062139676,0.3416666666666667,1.0416259728806343,75.58917242849157,2.0008689882205792,2.3126672392215895,0.42229429673877267,0.9418331501597069,0.6583333333333333,1,0.8421691976757912,1.0000000000000002,1,6.68958791600005,8551,1.205594536338113,0.1639685634574788
2,20260702,RDHO-core,1.2336783120880053,0.7920116454213386,0.44166666666666665,4.767011645421338,116.99569532404007,2.18370892616561,2.4955071771666204,0.4062140686150319,0.9157573192538973,0.5583333333333333,1,0.8144718687722678,1.0000000000000002,1,6.097206916999994,7551,1.2336783120880053,0.0
2,20260702,RDHO-full,1.042971259370508,0.7096379260371747,0.33333333333333337,3.7096379260371752,92.5467289252826,1.9317343032317393,2.2435325542327496,0.4252411484102329,0.9438029302531645,0.6666666666666666,1,0.8642210038280658,1.0,1,7.994645958000092,10232,1.0687336254960704,0.025762366125562375
3,20260703,RIME-common-init,1.4820334899706258,1.0487001566372924,0.43333333333333335,1.4820334899706258,109.78688509345866,4.309546698849448,4.6380683645312395,0.3991994813362363,0.8943295194387957,0.5666666666666667,1,0.7288021730281848,1.0,1,6.18647820800004,7551,1.4820334899706258,0.0
3,20260703,DBO-common-init,1.1281839861298013,0.7615173194631347,0.3666666666666667,1.1281839861298013,61.64956084048089,2.518543649215535,2.8470653148973253,0.4347420422747918,0.9379029626993424,0.6333333333333333,1,0.6072912254070257,1.0,1,5.9685903749999625,7551,1.1281839861298013,0.0
